Office of Occupational Statistics and Employment Projections,,,,,,,,,
As of 8/29/2024,,,,,,,,,
O*NET-SOC and National Employment Matrix (NEM) equivalents with Occupational Outlook Handbook coverage,,,,,,,,,
Sort Order,O*NET-SOC Code,O*NET-SOC Title,NEM Code,National Employment Matrix Occupational Title,OOH Profile Code,OOH Profile Title,OOH Occupation Group,OOH Occupation Group (brief),OOH Profile Website
165,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111,"Health and safety engineers, except mining safety engineers and inspectors",B333,Health and safety engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/health-and-safety-engineers.htm
166,17-2111.02,Fire-Prevention and Protection Engineers,17-2111,"Health and safety engineers, except mining safety engineers and inspectors",B333,Health and safety engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/health-and-safety-engineers.htm
167,17-2112.00,Industrial Engineers,17-2112,Industrial engineers,B077,Industrial engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/industrial-engineers.htm
168,17-2112.01,Human Factors Engineers and Ergonomists,17-2112,Industrial engineers,B077,Industrial engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/industrial-engineers.htm
169,17-2112.02,Validation Engineers,17-2112,Industrial engineers,B077,Industrial engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/industrial-engineers.htm
170,17-2112.03,Manufacturing Engineers,17-2112,Industrial engineers,B077,Industrial engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/industrial-engineers.htm
171,17-2121.00,Marine Engineers and Naval Architects,17-2121,Marine engineers and naval architects,B078,Marine engineers and naval architects,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/marine-engineers-and-naval-architects.htm
172,17-2131.00,Materials Engineers,17-2131,Materials engineers,B079,Materials engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/materials-engineers.htm
173,17-2141.00,Mechanical Engineers,17-2141,Mechanical engineers,B080,Mechanical engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/mechanical-engineers.htm
174,17-2141.01,Fuel Cell Engineers,17-2141,Mechanical engineers,B080,Mechanical engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/mechanical-engineers.htm
175,17-2141.02,Automotive Engineers,17-2141,Mechanical engineers,B080,Mechanical engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/mechanical-engineers.htm
176,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151,"Mining and geological engineers, including mining safety engineers",B081,Mining and geological engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/mining-and-geological-engineers.htm
177,17-2161.00,Nuclear Engineers,17-2161,Nuclear engineers,B082,Nuclear engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/nuclear-engineers.htm
178,17-2171.00,Petroleum Engineers,17-2171,Petroleum engineers,B083,Petroleum engineers,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/petroleum-engineers.htm
179,17-2199.00,"Engineers, All Other",17-2199,"Engineers, all other",—,—,—,—,—
180,17-2199.03,"Energy Engineers, Except Wind and Solar",17-2199,"Engineers, all other",—,—,—,—,—
181,17-2199.05,Mechatronics Engineers,17-2199,"Engineers, all other",—,—,—,—,—
182,17-2199.06,Microsystems Engineers,17-2199,"Engineers, all other",—,—,—,—,—
183,17-2199.07,Photonics Engineers,17-2199,"Engineers, all other",—,—,—,—,—
184,17-2199.08,Robotics Engineers,17-2199,"Engineers, all other",—,—,—,—,—
185,17-2199.09,Nanosystems Engineers,17-2199,"Engineers, all other",—,—,—,—,—
186,17-2199.10,Wind Energy Engineers,17-2199,"Engineers, all other",—,—,—,—,—
187,17-2199.11,Solar Energy Systems Engineers,17-2199,"Engineers, all other",—,—,—,—,—
188,17-3011.00,Architectural and Civil Drafters,17-3011,Architectural and civil drafters,B084,Drafters,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/drafters.htm
189,17-3012.00,Electrical and Electronics Drafters,17-3012,Electrical and electronics drafters,B084,Drafters,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/drafters.htm
190,17-3013.00,Mechanical Drafters,17-3013,Mechanical drafters,B084,Drafters,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/drafters.htm
191,17-3019.00,"Drafters, All Other",17-3019,"Drafters, all other",B084,Drafters,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/drafters.htm
192,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,17-3021,Aerospace engineering and operations technologists and technicians,B334,Aerospace engineering and operations technologists and technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/aerospace-engineering-and-operations-technicians.htm
193,17-3022.00,Civil Engineering Technologists and Technicians,17-3022,Civil engineering technologists and technicians,B085,Civil engineering technologists and technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/civil-engineering-technicians.htm
194,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,17-3023,Electrical and electronic engineering technologists and technicians,B335,Electrical and electronic engineering technologists and technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/electrical-and-electronics-engineering-technicians.htm
195,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,17-3024,Electro-mechanical and mechatronics technologists and technicians,B336,Electro-mechanical and mechatronics technologists and technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/electro-mechanical-technicians.htm
196,17-3024.01,Robotics Technicians,17-3024,Electro-mechanical and mechatronics technologists and technicians,B336,Electro-mechanical and mechatronics technologists and technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/electro-mechanical-technicians.htm
197,17-3025.00,Environmental Engineering Technologists and Technicians,17-3025,Environmental engineering technologists and technicians,B086,Environmental engineering technologists and technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/environmental-engineering-technicians.htm
198,17-3026.00,Industrial Engineering Technologists and Technicians,17-3026,Industrial engineering technologists and technicians,B087,Industrial engineering technologists and technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/industrial-engineering-technicians.htm
199,17-3026.01,Nanotechnology Engineering Technologists and Technicians,17-3026,Industrial engineering technologists and technicians,B087,Industrial engineering technologists and technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/industrial-engineering-technicians.htm
200,17-3027.00,Mechanical Engineering Technologists and Technicians,17-3027,Mechanical engineering technologists and technicians,B088,Mechanical engineering technologists and technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/mechanical-engineering-technicians.htm
201,17-3027.01,Automotive Engineering Technicians,17-3027,Mechanical engineering technologists and technicians,B088,Mechanical engineering technologists and technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/mechanical-engineering-technicians.htm
202,17-3028.00,Calibration Technologists and Technicians,17-3028,Calibration technologists and technicians,B402,Calibration technologists and technicians,Installation-Maintenance-and-Repair,Installation,https://www.bls.gov/OOH/installation-maintenance-and-repair/calibration-technologists-and-technicians.htm
203,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other",17-3029,"Engineering technologists and technicians, except drafters, all other",—,—,—,—,—
204,17-3029.01,Non-Destructive Testing Specialists,17-3029,"Engineering technologists and technicians, except drafters, all other",—,—,—,—,—
205,17-3029.08,Photonics Technicians,17-3029,"Engineering technologists and technicians, except drafters, all other",—,—,—,—,—
206,17-3031.00,Surveying and Mapping Technicians,17-3031,Surveying and mapping technicians,B089,Surveying and mapping technicians,Architecture-and-Engineering,Architecture and Engineering,https://www.bls.gov/OOH/architecture-and-engineering/surveying-and-mapping-technicians.htm
207,19-1011.00,Animal Scientists,19-1011,Animal scientists,B090,Agricultural and food scientists,Life-Physical-and-Social-Science,Science,https://www.bls.gov/OOH/life-physical-and-social-science/agricultural-and-food-scientists.htm
208,19-1012.00,Food Scientists and Technologists,19-1012,Food scientists and technologists,B090,Agricultural and food scientists,Life-Physical-and-Social-Science,Science,https://www.bls.gov/OOH/life-physical-and-social-science/agricultural-and-food-scientists.htm
209,19-1013.00,Soil and Plant Scientists,19-1013,Soil and plant scientists,B090,Agricultural and food scientists,Life-Physical-and-Social-Science,Science,https://www.bls.gov/OOH/life-physical-and-social-science/agricultural-and-food-scientists.htm
210,19-1021.00,Biochemists and Biophysicists,19-1021,Biochemists and biophysicists,B093,Biochemists and biophysicists,Life-Physical-and-Social-Science,Science,https://www.bls.gov/OOH/life-physical-and-social-science/biochemists-and-biophysicists.htm
211,19-1022.00,Microbiologists,19-1022,Microbiologists,B094,Microbiologists,Life-Physical-and-Social-Science,Science,https://www.bls.gov/OOH/life-physical-and-social-science/microbiologists.htm
212,19-1023.00,Zoologists and Wildlife Biologists,19-1023,Zoologists and wildlife biologists,B095,Zoologists and wildlife biologists,Life-Physical-and-Social-Science,Science,https://www.bls.gov/OOH/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm
213,19-1029.00,"Biological Scientists, All Other",19-1029,"Biological scientists, all other",—,—,—,—,—
214,19-1029.01,Bioinformatics Scientists,19-1029,"Biological scientists, all other",—,—,—,—,—
215,19-1029.02,Molecular and Cellular Biologists,19-1029,"Biological scientists, all other",—,—,—,—,—
216,19-1029.03,Geneticists,19-1029,"Biological scientists, all other",—,—,—,—,—
